Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
AGRINION (AIRPORT),,	1956-01-01,	2014-04-04,Closed,Unknown,Land (fixed),0-20000-0-16672|primary,Europe,,Greece,38.6,21.35,24,,,Hellenic National Meteorological Service,,,This station ceased its operation in August 2014.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
Mornos3,,	2011-11-30,,Operational,Operational,Land (fixed),0-300-1-mornos3|primary,Europe,,Greece,38.641213,22.178586,840,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Mouries,,	2021-03-28,,Operational,Operational,Land (fixed),0-300-1-mouries|primary,Europe,,Greece,41.254722,22.800556,171,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Mouzaki,,	2019-12-20,,Operational,Operational,Land (fixed),0-300-1-mouzaki|primary,Europe,,Greece,39.43115,21.66175,175,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Mykonos,,	1975-07-29,,Operational,Operational,Land (fixed),0-300-0-16750|primary,Europe,,Greece,37.4359,25.3458,121.6,,UTC+2,Hellenic National Meteorological Service,,,,,,,,,RBON:Operational,	2022-08-08,Alexander Scheid
Mykonos (NOA),,	2008-06-30,,Operational,Operational,Land (fixed),0-300-1-mykonos|primary,Europe,,Greece,37.447243,25.326978,10,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Mystras,,	2021-10-05,,Operational,Operational,Land (fixed),0-300-1-mystras|primary,Europe,,Greece,37.069364,22.39129,246,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
NAXOS,,	1932-01-01,,Operational,Operational,Land (fixed),0-20000-0-16732|primary,Europe,,Greece,37.1013,25.3728,10.75,,UTC+2,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);RBSN(S);SEATEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,Water bodies(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of very low altitude,,"CLIMAT(C) - deprecated:Closed, GBON:Non-reporting, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-01,Nick KALAMARAS
Naousa,,	2006-09-25,,Operational,Operational,Land (fixed),0-300-1-naousa|primary,Europe,,Greece,40.631242,22.067275,365,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Naxos (Airport),,	1992-01-01,,Operational,Unknown,Land (fixed),0-300-0-16832|primary,Europe,,Greece,37.0806,25.3694,3,,,Hellenic National Meteorological Service,,,,Steppe - Hot arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of very low altitude,7|30,Non-affiliated:Operational,	2022-11-01,Nick KALAMARAS
Naxos (NOA),,	2010-07-08,,Operational,Operational,Land (fixed),0-300-1-naxos|primary,Europe,,Greece,37.10144,25.3738,19,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Nea Filadelfeia,,	2002-08-16,,Operational,Operational,Land (fixed),0-300-0-16791|primary,Europe,,Greece,38.0454,23.7457,135.5,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Neamakri,,	2010-10-10,,Operational,Operational,Land (fixed),0-300-1-neamakri|primary,Europe,,Greece,38.058873,23.976741,25,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Neamichaniona,,	2015-01-13,,Operational,Operational,Land (fixed),0-300-1-neamichaniona|primary,Europe,,Greece,40.47138889,22.84777778,7,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-20,Nick KALAMARAS
Neaperamos,,	2014-11-11,,Operational,Operational,Land (fixed),0-300-1-neaperamos|primary,Europe,,Greece,40.833114,24.285057,12,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Neapoli,,	2019-02-22,,Operational,Operational,Land (fixed),0-300-1-neapoli|primary,Europe,,Greece,35.256834,25.606224,265,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Neasanta,,	2020-10-19,,Operational,Operational,Land (fixed),0-300-1-neasanta|primary,Europe,,Greece,40.84027778,22.92166667,125,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Neasmyrni,,	2012-02-21,,Operational,Operational,Land (fixed),0-300-1-neasmyrni|primary,Europe,,Greece,37.95136,23.71941,51,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Nemea,,	2008-10-10,,Operational,Operational,Land (fixed),0-300-1-nemea|primary,Europe,,Greece,37.8336007,22.6542052,290,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Neoskaykasos,,	2018-08-02,,Operational,Operational,Land (fixed),0-300-1-neoskaykasos|primary,Europe,,Greece,40.891442,21.476,594,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Neoskosmos,,	2010-09-06,,Operational,Operational,Land (fixed),0-300-1-neoskosmos|primary,Europe,,Greece,37.959,23.7325,85,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Nesson,,	2019-03-17,,Operational,Operational,Land (fixed),0-300-1-nesson|primary,Europe,,Greece,39.7274,22.538939,92,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Nevrokopi,,	2006-12-17,,Operational,Operational,Land (fixed),0-300-1-nevrokopi|primary,Europe,,Greece,41.336361,23.870063,585,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Nikaia,,	2016-04-13,,Operational,Operational,Land (fixed),0-300-1-nikaia|primary,Europe,,Greece,37.964133,23.648511,23,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Nisyros,,	2017-05-26,,Operational,Operational,Land (fixed),0-300-1-nisyros|primary,Europe,,Greece,36.613101,27.140042,5,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Noesis,,	2019-02-19,,Operational,Operational,Land (fixed),0-300-1-noesis|primary,Europe,,Greece,40.561649,22.994889,60,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Nomismatokopeio,,	2020-01-01,,Operational,Operational,Land (fixed),0-300-1-nomismatokopeio|primary,Europe,,Greece,38.006194,23.812639,227,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Notiopedio,,	2009-05-08,,Operational,Operational,Land (fixed),0-300-1-notiopedio|primary,Europe,,Greece,40.454725,21.831631,760,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
OAKA,,	2002-08-16,,Operational,Unknown,Land (fixed),0-300-0-16792|primary,Europe,,Greece,38.0415,23.7901,180.04,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Ochiro,,	2022-06-03,,Operational,Operational,Land (fixed),0-300-1-ochiro|primary,Europe,,Greece,41.320278,23.856944,552,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Oleni,,	2008-08-29,,Operational,Operational,Land (fixed),0-300-1-oleni|primary,Europe,,Greece,37.725,21.537,61,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Olenia,,	2008-01-16,,Operational,Operational,Land (fixed),0-300-1-olenia|primary,Europe,,Greece,38.12068,21.5929,34,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Olympos,,	2016-03-12,,Operational,Operational,Land (fixed),0-300-1-olympos|primary,Europe,,Greece,40.130223,22.215876,881,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Orei,,	1979-01-01,,Operational,Operational,Land (fixed),0-300-0-16679|primary,Europe,,Greece,38.9023,23.1576,277,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Water bodies(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within rises of low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Orestiada,,	2006-06-06,,Operational,Operational,Land (fixed),0-300-1-orestiada|primary,Europe,,Greece,41.485584,26.534558,22,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Orininafpaktia,,	2009-04-20,,Operational,Operational,Land (fixed),0-300-1-orininafpaktia|primary,Europe,,Greece,38.596241,21.936333,902,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Ormenio,,	2008-03-24,,Operational,Operational,Land (fixed),0-300-0-16603|primary,Europe,,Greece,41.7448,26.165,79.12,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Oropos,,	2019-04-04,,Operational,Operational,Land (fixed),0-300-1-oropos|primary,Europe,,Greece,38.327481,23.7644,7,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Othoni,,	2011-09-12,,Operational,Operational,Land (fixed),0-300-0-16837|primary,Europe,,Greece,39.8605,19.4203,129,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Ovria,,	2021-10-20,,Operational,Operational,Land (fixed),0-300-1-ovria|primary,Europe,,Greece,38.188125,21.728553,61,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
PATRAI,,	1931-01-01,	2003-01-31,Closed,Unknown,Land (fixed),0-20000-0-16689|primary,Europe,,Greece,38.25,21.7333333333,1,,,Hellenic National Meteorological Service,,,This station ceased its operation in February 2011.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
PIRAEUS,,	1955-01-01,	2010-10-06,Closed,Unknown,Land (fixed),0-20000-0-16717|primary,Europe,,Greece,37.9833333333,23.5666666667,2,,,Hellenic National Meteorological Service,,,This station ceased its operation in October 2010.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
Palaiochori,,	2020-10-22,,Operational,Operational,Land (fixed),0-300-1-palaiochori|primary,Europe,,Greece,38.716061,22.482453,463,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
